Truncated,Nbuf,NBXc,Cond1,Cond2,Cond3,Cond4
0,0,25,0,0,0,1
0,15,25,0,0,0,1
0,30,25,0,0,0,1
0,45,25,0,0,0,1
0,60,25,0,0,0,1
0,75,25,0,0,0,1
0,90,25,0,0,0,1
1,105,25,1,0,0,0
1,96,25,1,0,0,0
0,87,25,0,0,0,1
1,102,25,1,0,0,0
0,93,25,0,0,0,1
1,108,25,1,0,0,0
1,99,25,1,0,0,0
0,90,25,0,0,0,1
1,105,25,1,0,0,0
1,96,25,1,0,0,0
0,87,25,0,0,0,1
1,102,25,1,0,0,0
0,93,25,0,0,0,1
1,108,25,1,0,0,0
1,99,25,1,0,0,0
0,90,25,0,0,0,1
1,105,25,1,0,0,0
1,96,25,1,0,0,0
0,87,25,0,0,0,1
1,102,25,1,0,0,0
0,93,25,0,0,0,1
1,108,25,1,0,0,0
1,99,25,1,0,0,0
0,90,25,0,0,0,1
1,105,25,1,0,0,0
1,96,25,1,0,0,0
0,87,25,0,0,0,1
1,102,25,1,0,0,0
0,93,25,0,0,0,1
1,108,25,1,0,0,0
1,99,25,1,0,0,0
0,90,25,0,0,0,1
1,105,25,1,0,0,0
1,96,25,1,0,0,0
0,87,25,0,0,0,1
1,102,25,1,0,0,0
0,93,25,0,0,0,1
1,108,25,1,0,0,0
1,99,25,1,0,0,0
0,90,25,0,0,0,1
1,105,25,1,0,0,0
1,96,25,1,0,0,0
0,87,25,0,0,0,1
1,102,25,1,0,0,0
0,93,25,0,0,0,1
1,108,25,1,0,0,0
1,99,25,1,0,0,0
0,90,25,0,0,0,1
1,105,25,1,0,0,0
1,96,25,1,0,0,0
0,87,25,0,0,0,1
1,102,25,1,0,0,0
0,93,25,0,0,0,1
1,108,25,1,0,0,0
1,99,25,1,0,0,0
0,90,25,0,0,0,1
1,105,25,1,0,0,0
1,96,25,1,0,0,0
0,87,25,0,0,0,1
1,102,25,1,0,0,0
0,93,25,0,0,0,1
1,108,25,1,0,0,0
1,99,25,1,0,0,0
0,90,25,0,0,0,1
1,105,25,1,0,0,0
1,96,25,1,0,0,0
0,87,25,0,0,0,1
1,102,25,1,0,0,0
0,93,25,0,0,0,1
1,108,25,1,0,0,0
1,99,25,1,0,0,0
0,90,25,0,0,0,1
1,105,25,1,0,0,0
1,96,25,1,0,0,0
0,87,25,0,0,0,1
1,102,25,1,0,0,0
0,93,25,0,0,0,1
1,108,25,1,0,0,0
1,99,25,1,0,0,0
0,90,25,0,0,0,1
1,105,25,1,0,0,0
1,96,25,1,0,0,0
0,87,25,0,0,0,1
