TX_DATA_0,TX_DATA_1,TX_DATA_2,TX_DATA_3,TX_DATA_4,TX_DATA_5,TX_DATA_6,TX_DATA_7,TX_DATA_8,TX_DATA_9,TX_DATA_10,TX_DATA_11,TX_DATA_12
fc00ffff,ffffffff,0c183060,c183060c,183060c1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
83060c18,3060c183,060c1830,60c18306,0c183060,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
c183060c,183060c1,83060c00,ffffffff,ffff0e1c,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
3870e1c3,870e1c38,70e1c387,0e1c3870,e1c3870e,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
1c3870e1,c3870e1c,3870e1c3,870e1c38,70e1c387,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
1400ffff,ffffffff,10204081,02040810,20408102,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
04081020,40810204,08102040,81020408,10204081,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
02040810,20408102,04081c00,ffffffff,ffff1224,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
48912244,89122448,91224489,12244891,22448912,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
24489122,44891224,48912244,89122448,91224489,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
2400ffff,ffffffff,142850a1,42850a14,2850a142,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
850a1428,50a14285,0a142850,a142850a,142850a1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
42850a14,2850a142,850a2c00,ffffffff,ffff162c,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
58b162c5,8b162c58,b162c58b,162c58b1,62c58b16,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
2c58b162,c58b162c,58b162c5,8b162c58,b162c58b,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
3400ffff,ffffffff,183060c1,83060c18,3060c183,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
060c1830,60c18306,0c183060,c183060c,183060c1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
83060c18,3060c183,060c3e52,46524c00,ffffffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
ffff1e3c,78f1e3c7,8f1e3c78,f1e3c78f,1e3c78f1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
e3c78f1e,3c78f1e3,c78f1e3c,78f1e3c7,8f1e3c78,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
f1e3c78f,56545c00,ffffffff,ffff2244,89122448,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
91224489,12244891,22448912,24489122,44891224,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
48912244,89122448,91224489,12244891,66576e58,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
7400ffff,ffffffff,2850a142,850a1428,50a14285,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
0a142850,a142850a,142850a1,42850a14,2850a142,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
850a1428,50a14285,0a147e5a,065a0c00,ffffffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
ffff2e5c,b972e5cb,972e5cb9,72e5cb97,2e5cb972,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
e5cb972e,5cb972e5,cb972e5c,b972e5cb,972e5cb9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
72e5cb97,165c1c00,ffffffff,ffff3264,c993264c,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
993264c9,93264c99,3264c993,264c9932,64c99326,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
4c993264,c993264c,993264c9,93264c99,265f2e60,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
3400ffff,ffffffff,3870e1c3,870e1c38,70e1c387,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
0e1c3870,e1c3870e,1c3870e1,c3870e1c,3870e1c3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
870e1c38,70e1c387,0e1c3e62,46624c00,ffffffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
ffff3e7c,f9f3e7cf,9f3e7cf9,f3e7cf9f,3e7cf9f3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
e7cf9f3e,7cf9f3e7,cf9f3e7c,f9f3e7cf,9f3e7cf9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
f3e7cf9f,56645c00,ffffffff,ffff4285,0a142850,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
a142850a,142850a1,42850a14,2850a142,850a1428,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
50a14285,0a142850,a142850a,142850a1,66676e68,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
7400ffff,ffffffff,48912244,89122448,91224489,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12244891,22448912,24489122,44891224,48912244,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
89122448,91224489,12247e6a,066a0c00,ffffffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
ffff4e9d,3a74e9d3,a74e9d3a,74e9d3a7,4e9d3a74,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
e9d3a74e,9d3a74e9,d3a74e9d,3a74e9d3,a74e9d3a,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
74e9d3a7,166c1c00,ffffffff,ffff52a5,4a952a54,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
a952a54a,952a54a9,52a54a95,2a54a952,a54a952a,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
54a952a5,4a952a54,a952a54a,952a54a9,266f2e70,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
3400ffff,ffffffff,58b162c5,8b162c58,b162c58b,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
162c58b1,62c58b16,2c58b162,c58b162c,58b162c5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
8b162c58,b162c58b,162c3e72,46724c00,ffffffff,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
