TX_DATA_0,TX_DATA_1,TX_DATA_2,TX_DATA_3,TX_DATA_4,TX_DATA_5,TX_DATA_6,TX_DATA_7,TX_DATA_8,TX_DATA_9,TX_DATA_10,TX_DATA_11,TX_DATA_12
3ff83c1c,4ff84c24,4ff84c24,4ff84c24,4ff84c24,4ff84c24,4ff84c24,4ff84c24,4ff84c24,4ff84c24,4ff84c24,4ff84c24,4ff84c24
4ff84c24,5ff85c2c,5ff85c2c,5ff85c2c,5ff85c2c,5ff85c2c,5ff85c2c,5ff85c2c,5ff85c2c,5ff85c2c,5ff85c2c,5ff85c2c,5ff85c2c
5ff85c2c,6ff86c34,6ff86c34,6ff86c34,6ff86c34,6ff86c34,6ff86c34,6ff86c34,6ff86c34,6ff86c34,6ff86c34,6ff86c34,6ff86c34
6ff86c34,7ff87c3c,7ff87c3c,7ff87c3c,7ff87c3c,7ff87c3c,7ff87c3c,7ff87c3c,7ff87c3c,7ff87c3c,7ff87c3c,7ff87c3c,7ff87c3c
7ff87c3c,0ff88c44,0ff88c44,0ff88c44,0ff88c44,0ff88c44,0ff88c44,0ff88c44,0ff88c44,0ff88c44,0ff88c44,0ff88c44,0ff88c44
0ff88c44,1ff89c4c,1ff89c4c,1ff89c4c,1ff89c4c,1ff89c4c,1ff89c4c,1ff89c4c,1ff89c4c,1ff89c4c,1ff89c4c,1ff89c4c,1ff89c4c
1ff89c4c,2ff8ac54,2ff8ac54,2ff8ac54,2ff8ac54,2ff8ac54,2ff8ac54,2ff8ac54,2ff8ac54,2ff8ac54,2ff8ac54,2ff8ac54,2ff8ac54
2ff8ac54,3ff8bc5c,3ff8bc5c,3ff8bc5c,3ff8bc5c,3ff8bc5c,3ff8bc5c,3ff8bc5c,3ff8bc5c,3ff8bc5c,3ff8bc5c,3ff8bc5c,3ff8bc5c
3ff8bc5c,4ff8cc64,4ff8cc64,4ff8cc64,4ff8cc64,4ff8cc64,4ff8cc64,4ff8cc64,4ff8cc64,4ff8cc64,4ff8cc64,4ff8cc64,4ff8cc64
4ff8cc64,5ff8dc6c,5ff8dc6c,5ff8dc6c,5ff8dc6c,5ff8dc6c,5ff8dc6c,5ff8dc6c,5ff8dc6c,5ff8dc6c,5ff8dc6c,5ff8dc6c,5ff8dc6c
5ff8dc6c,6ff8ec74,6ff8ec74,6ff8ec74,6ff8ec74,6ff8ec74,6ff8ec74,6ff8ec74,6ff8ec74,6ff8ec74,6ff8ec74,6ff8ec74,6ff8ec74
6ff8ec74,7ff8fc7c,7ff8fc7c,7ff8fc7c,7ff8fc7c,7ff8fc7c,7ff8fc7c,7ff8fc7c,7ff8fc7c,7ff8fc7c,7ff8fc7c,7ff8fc7c,7ff8fc7c
7ff8fc7c,0ff90c84,0ff90c84,0ff90c84,0ff90c84,0ff90c84,0ff90c84,0ff90c84,0ff90c84,0ff90c84,0ff90c84,0ff90c84,0ff90c84
0ff90c84,1ff91c8c,1ff91c8c,1ff91c8c,1ff91c8c,1ff91c8c,1ff91c8c,1ff91c8c,1ff91c8c,1ff91c8c,1ff91c8c,1ff91c8c,1ff91c8c
1ff91c8c,2ff92c94,2ff92c94,2ff92c94,2ff92c94,2ff92c94,2ff92c94,2ff92c94,2ff92c94,2ff92c94,2ff92c94,2ff92c94,2ff92c94
