Truncated,Nbuf,NBXc,Cond1,Cond2,Cond3,Cond4
0,0,25,0,0,0,1
0,19,25,0,0,0,1
0,38,25,0,0,0,1
1,57,25,1,0,0,0
1,52,25,1,0,0,0
0,47,25,0,0,0,1
1,66,25,1,0,0,0
1,61,25,1,0,0,0
1,56,25,1,0,0,0
1,51,25,1,0,0,0
0,46,25,0,0,0,1
1,65,25,1,0,0,0
1,60,25,1,0,0,0
1,55,25,1,0,0,0
1,50,25,1,0,0,0
0,45,25,0,0,0,1
1,64,25,1,0,0,0
1,59,25,1,0,0,0
1,54,25,1,0,0,0
1,49,25,1,0,0,0
0,44,25,0,0,0,1
1,63,25,1,0,0,0
1,58,25,1,0,0,0
1,53,25,1,0,0,0
1,48,25,1,0,0,0
0,43,25,0,0,0,1
1,62,25,1,0,0,0
1,57,25,1,0,0,0
1,52,25,1,0,0,0
0,47,25,0,0,0,1
1,66,25,1,0,0,0
1,61,25,1,0,0,0
1,56,25,1,0,0,0
1,51,25,1,0,0,0
0,46,25,0,0,0,1
1,65,25,1,0,0,0
1,60,25,1,0,0,0
1,55,25,1,0,0,0
1,50,25,1,0,0,0
0,45,25,0,0,0,1
1,64,25,1,0,0,0
1,59,25,1,0,0,0
1,54,25,1,0,0,0
1,49,25,1,0,0,0
0,44,25,0,0,0,1
1,63,25,1,0,0,0
1,58,25,1,0,0,0
1,53,25,1,0,0,0
1,48,25,1,0,0,0
0,43,25,0,0,0,1
1,62,25,1,0,0,0
1,57,25,1,0,0,0
1,52,25,1,0,0,0
0,47,25,0,0,0,1
1,66,25,1,0,0,0
1,61,25,1,0,0,0
1,56,25,1,0,0,0
1,51,25,1,0,0,0
0,46,25,0,0,0,1
1,65,25,1,0,0,0
1,60,25,1,0,0,0
1,55,25,1,0,0,0
1,50,25,1,0,0,0
0,45,25,0,0,0,1
1,64,25,1,0,0,0
1,59,25,1,0,0,0
1,54,25,1,0,0,0
1,49,25,1,0,0,0
0,44,25,0,0,0,1
1,63,25,1,0,0,0
1,58,25,1,0,0,0
1,53,25,1,0,0,0
1,48,25,1,0,0,0
0,43,25,0,0,0,1
1,62,25,1,0,0,0
1,57,25,1,0,0,0
1,52,25,1,0,0,0
0,47,25,0,0,0,1
1,66,25,1,0,0,0
1,61,25,1,0,0,0
1,56,25,1,0,0,0
1,51,25,1,0,0,0
0,46,25,0,0,0,1
1,65,25,1,0,0,0
1,60,25,1,0,0,0
1,55,25,1,0,0,0
1,50,25,1,0,0,0
0,45,25,0,0,0,1
1,64,25,1,0,0,0
1,59,25,1,0,0,0
1,54,25,1,0,0,0
1,49,25,1,0,0,0
0,44,25,0,0,0,1
1,63,25,1,0,0,0
1,58,25,1,0,0,0
1,53,25,1,0,0,0
1,48,25,1,0,0,0
0,43,25,0,0,0,1
1,62,25,1,0,0,0
1,57,25,1,0,0,0
1,52,25,1,0,0,0
0,47,25,0,0,0,1
1,66,25,1,0,0,0
1,61,25,1,0,0,0
1,56,25,1,0,0,0
1,51,25,1,0,0,0
0,46,25,0,0,0,1
1,65,25,1,0,0,0
1,60,25,1,0,0,0
1,55,25,1,0,0,0
1,50,25,1,0,0,0
0,45,25,0,0,0,1
1,64,25,1,0,0,0
1,59,25,1,0,0,0
1,54,25,1,0,0,0
1,49,25,1,0,0,0
0,44,25,0,0,0,1
1,63,25,1,0,0,0
1,58,25,1,0,0,0
1,53,25,1,0,0,0
1,48,25,1,0,0,0
0,43,25,0,0,0,1
1,62,25,1,0,0,0
1,57,25,1,0,0,0
1,52,25,1,0,0,0
0,47,25,0,0,0,1
1,66,25,1,0,0,0
1,61,25,1,0,0,0
1,56,25,1,0,0,0
1,51,25,1,0,0,0
0,46,25,0,0,0,1
1,65,25,1,0,0,0
1,60,25,1,0,0,0
1,55,25,1,0,0,0
1,50,25,1,0,0,0
0,45,25,0,0,0,1
1,64,25,1,0,0,0
1,59,25,1,0,0,0
1,54,25,1,0,0,0
1,49,25,1,0,0,0
0,44,25,0,0,0,1
1,63,25,1,0,0,0
1,58,25,1,0,0,0
1,53,25,1,0,0,0
1,48,25,1,0,0,0
0,43,25,0,0,0,1
1,62,25,1,0,0,0
1,57,25,1,0,0,0
1,52,25,1,0,0,0
0,47,25,0,0,0,1
1,66,25,1,0,0,0
1,61,25,1,0,0,0
1,56,25,1,0,0,0
1,51,25,1,0,0,0
0,46,25,0,0,0,1
1,65,25,1,0,0,0
1,60,25,1,0,0,0
1,55,25,1,0,0,0
1,50,25,1,0,0,0
0,45,25,0,0,0,1
1,64,25,1,0,0,0
1,59,25,1,0,0,0
1,54,25,1,0,0,0
1,49,25,1,0,0,0
0,44,25,0,0,0,1
1,63,25,1,0,0,0
1,58,25,1,0,0,0
1,53,25,1,0,0,0
1,48,25,1,0,0,0
0,43,25,0,0,0,1
1,62,25,1,0,0,0
1,57,25,1,0,0,0
1,52,25,1,0,0,0
0,47,25,0,0,0,1
1,66,25,1,0,0,0
1,61,25,1,0,0,0
1,56,25,1,0,0,0
1,51,25,1,0,0,0
0,46,25,0,0,0,1
1,65,25,1,0,0,0
1,60,25,1,0,0,0
1,55,25,1,0,0,0
1,50,25,1,0,0,0
0,45,25,0,0,0,1
1,64,25,1,0,0,0
1,59,25,1,0,0,0
1,54,25,1,0,0,0
1,49,25,1,0,0,0
0,44,25,0,0,0,1
1,63,25,1,0,0,0
1,58,25,1,0,0,0
1,53,25,1,0,0,0
1,48,25,1,0,0,0
0,43,25,0,0,0,1
1,62,25,1,0,0,0
1,57,25,1,0,0,0
1,52,25,1,0,0,0
0,47,25,0,0,0,1
1,66,25,1,0,0,0
1,61,25,1,0,0,0
1,56,25,1,0,0,0
1,51,25,1,0,0,0
0,46,25,0,0,0,1
1,65,25,1,0,0,0
1,60,25,1,0,0,0
1,55,25,1,0,0,0
1,50,25,1,0,0,0
0,45,25,0,0,0,1
1,64,25,1,0,0,0
1,59,25,1,0,0,0
1,54,25,1,0,0,0
1,49,25,1,0,0,0
0,44,25,0,0,0,1
1,63,25,1,0,0,0
1,58,25,1,0,0,0
1,53,25,1,0,0,0
1,48,25,1,0,0,0
0,43,25,0,0,0,1
1,62,25,1,0,0,0
1,57,25,1,0,0,0
1,52,25,1,0,0,0
0,47,25,0,0,0,1
1,66,25,1,0,0,0
1,61,25,1,0,0,0
1,56,25,1,0,0,0
1,51,25,1,0,0,0
0,46,25,0,0,0,1
1,65,25,1,0,0,0
1,60,25,1,0,0,0
1,55,25,1,0,0,0
1,50,25,1,0,0,0
0,45,25,0,0,0,1
1,64,25,1,0,0,0
1,59,25,1,0,0,0
1,54,25,1,0,0,0
1,49,25,1,0,0,0
0,44,25,0,0,0,1
1,63,25,1,0,0,0
1,58,25,1,0,0,0
1,53,25,1,0,0,0
1,48,25,1,0,0,0
0,43,25,0,0,0,1
1,62,25,1,0,0,0
1,57,25,1,0,0,0
1,52,25,1,0,0,0
0,47,25,0,0,0,1
1,66,25,1,0,0,0
1,61,25,1,0,0,0
1,56,25,1,0,0,0
1,51,25,1,0,0,0
0,46,25,0,0,0,1
1,65,25,1,0,0,0
1,60,25,1,0,0,0
1,55,25,1,0,0,0
1,50,25,1,0,0,0
0,45,25,0,0,0,1
1,64,25,1,0,0,0
1,59,25,1,0,0,0
1,54,25,1,0,0,0
1,49,25,1,0,0,0
0,44,25,0,0,0,1
1,63,25,1,0,0,0
1,58,25,1,0,0,0
1,53,25,1,0,0,0
1,48,25,1,0,0,0
0,43,25,0,0,0,1
1,62,25,1,0,0,0
1,57,25,1,0,0,0
1,52,25,1,0,0,0
0,47,25,0,0,0,1
1,66,25,1,0,0,0
1,61,25,1,0,0,0
1,56,25,1,0,0,0
1,51,25,1,0,0,0
0,46,25,0,0,0,1
