Truncated,Nbuf,NBXc,Cond1,Cond2,Cond3,Cond4
0,0,25,0,0,0,1
0,17,25,0,0,0,1
0,34,25,0,0,0,1
0,51,25,0,0,0,1
0,68,25,0,0,0,1
1,85,25,1,0,0,0
1,78,25,1,0,0,0
0,71,25,0,0,0,1
1,88,25,1,0,0,0
1,81,25,1,0,0,0
1,74,25,1,0,0,0
0,67,25,0,0,0,1
1,84,25,1,0,0,0
1,77,25,1,0,0,0
0,70,25,0,0,0,1
1,87,25,1,0,0,0
1,80,25,1,0,0,0
1,73,25,1,0,0,0
0,66,25,0,0,0,1
1,83,25,1,0,0,0
1,76,25,1,0,0,0
0,69,25,0,0,0,1
1,86,25,1,0,0,0
1,79,25,1,0,0,0
1,72,25,1,0,0,0
0,65,25,0,0,0,1
1,82,25,1,0,0,0
1,75,25,1,0,0,0
0,68,25,0,0,0,1
1,85,25,1,0,0,0
1,78,25,1,0,0,0
0,71,25,0,0,0,1
1,88,25,1,0,0,0
1,81,25,1,0,0,0
1,74,25,1,0,0,0
0,67,25,0,0,0,1
1,84,25,1,0,0,0
1,77,25,1,0,0,0
0,70,25,0,0,0,1
1,87,25,1,0,0,0
1,80,25,1,0,0,0
1,73,25,1,0,0,0
0,66,25,0,0,0,1
1,83,25,1,0,0,0
1,76,25,1,0,0,0
0,69,25,0,0,0,1
1,86,25,1,0,0,0
1,79,25,1,0,0,0
1,72,25,1,0,0,0
0,65,25,0,0,0,1
1,82,25,1,0,0,0
1,75,25,1,0,0,0
0,68,25,0,0,0,1
1,85,25,1,0,0,0
1,78,25,1,0,0,0
0,71,25,0,0,0,1
1,88,25,1,0,0,0
1,81,25,1,0,0,0
1,74,25,1,0,0,0
0,67,25,0,0,0,1
1,84,25,1,0,0,0
1,77,25,1,0,0,0
0,70,25,0,0,0,1
1,87,25,1,0,0,0
1,80,25,1,0,0,0
1,73,25,1,0,0,0
0,66,25,0,0,0,1
1,83,25,1,0,0,0
1,76,25,1,0,0,0
0,69,25,0,0,0,1
1,86,25,1,0,0,0
1,79,25,1,0,0,0
1,72,25,1,0,0,0
0,65,25,0,0,0,1
1,82,25,1,0,0,0
