Truncated,Nbuf,NBXc,Cond1,Cond2,Cond3,Cond4
0,0,25,0,0,0,1
0,3,25,0,0,0,1
0,6,25,0,0,0,1
0,9,25,0,0,0,1
0,12,25,0,0,0,1
0,15,25,0,0,0,1
0,18,25,0,0,0,1
0,21,25,0,0,0,1
0,24,25,0,0,0,1
0,27,25,0,0,0,1
0,30,25,0,0,0,1
0,33,25,0,0,0,1
0,36,25,0,0,0,1
0,39,25,0,0,0,1
0,42,25,0,0,0,1
0,45,25,0,0,0,1
0,48,25,0,0,0,1
0,51,25,0,0,0,1
0,54,25,0,0,0,1
0,57,25,0,0,0,1
0,60,25,0,0,0,1
0,63,25,0,0,0,1
0,66,25,0,0,0,1
0,69,25,0,0,0,1
0,72,25,0,0,0,1
0,75,25,0,0,0,1
0,78,25,0,0,0,1
0,81,25,0,0,0,1
0,84,25,0,0,0,1
0,87,25,0,0,0,1
0,90,25,0,0,0,1
0,93,25,0,0,0,1
0,96,25,0,0,0,1
0,99,25,0,0,0,1
0,102,25,0,0,0,1
0,105,25,0,0,0,1
0,108,25,0,0,0,1
0,111,25,0,0,0,1
0,114,25,0,0,0,1
0,117,25,0,0,0,1
0,120,25,0,0,0,1
0,123,25,0,0,0,1
0,126,25,0,0,0,1
0,129,25,0,0,0,1
0,132,25,0,0,0,1
0,135,25,0,0,0,1
0,138,25,0,0,0,1
0,141,25,0,0,0,1
0,144,25,0,0,0,1
0,147,25,0,0,0,1
0,150,25,0,0,0,1
0,153,25,0,0,0,1
0,156,25,0,0,0,1
0,159,25,0,0,0,1
0,162,25,0,0,0,1
0,165,25,0,0,0,1
0,168,25,0,0,0,1
0,171,25,0,0,0,1
0,174,25,0,0,0,1
0,177,25,0,0,0,1
0,180,25,0,0,0,1
0,183,25,0,0,0,1
0,186,25,0,0,0,1
0,189,25,0,0,0,1
0,192,25,0,0,0,1
0,195,25,0,0,0,1
0,198,25,0,0,0,1
0,201,25,0,0,0,1
0,204,25,0,0,0,1
0,207,25,0,0,0,1
0,210,25,0,0,0,1
0,213,25,0,0,0,1
0,216,25,0,0,0,1
0,219,25,0,0,0,1
0,222,25,0,0,0,1
0,225,25,0,0,0,1
0,228,25,0,0,0,1
0,231,25,0,0,0,1
