Truncated,Nbuf,NBXc,Cond1,Cond2,Cond3,Cond4
0,0,25,0,0,0,1
0,11,25,0,0,0,1
0,22,25,0,0,0,1
0,33,25,0,0,0,1
0,44,25,0,0,0,1
0,55,25,0,0,0,1
0,66,25,0,0,0,1
0,77,25,0,0,0,1
0,88,25,0,0,0,1
0,99,25,0,0,0,1
0,110,25,0,0,0,1
0,121,25,0,0,0,1
0,132,25,0,0,0,1
0,143,25,0,0,0,1
1,154,25,1,0,0,0
0,141,25,0,0,0,1
1,152,25,1,0,0,0
0,139,25,0,0,0,1
1,150,25,1,0,0,0
0,137,25,0,0,0,1
1,148,25,1,0,0,0
0,135,25,0,0,0,1
1,146,25,1,0,0,0
0,133,25,0,0,0,1
1,144,25,1,0,0,0
0,131,25,0,0,0,1
0,142,25,0,0,0,1
1,153,25,1,0,0,0
0,140,25,0,0,0,1
1,151,25,1,0,0,0
0,138,25,0,0,0,1
1,149,25,1,0,0,0
0,136,25,0,0,0,1
1,147,25,1,0,0,0
0,134,25,0,0,0,1
1,145,25,1,0,0,0
0,132,25,0,0,0,1
0,143,25,0,0,0,1
1,154,25,1,0,0,0
0,141,25,0,0,0,1
1,152,25,1,0,0,0
0,139,25,0,0,0,1
1,150,25,1,0,0,0
0,137,25,0,0,0,1
1,148,25,1,0,0,0
0,135,25,0,0,0,1
1,146,25,1,0,0,0
0,133,25,0,0,0,1
1,144,25,1,0,0,0
0,131,25,0,0,0,1
0,142,25,0,0,0,1
1,153,25,1,0,0,0
0,140,25,0,0,0,1
1,151,25,1,0,0,0
0,138,25,0,0,0,1
1,149,25,1,0,0,0
0,136,25,0,0,0,1
1,147,25,1,0,0,0
0,134,25,0,0,0,1
1,145,25,1,0,0,0
0,132,25,0,0,0,1
0,143,25,0,0,0,1
1,154,25,1,0,0,0
0,141,25,0,0,0,1
1,152,25,1,0,0,0
0,139,25,0,0,0,1
1,150,25,1,0,0,0
0,137,25,0,0,0,1
1,148,25,1,0,0,0
0,135,25,0,0,0,1
1,146,25,1,0,0,0
0,133,25,0,0,0,1
1,144,25,1,0,0,0
0,131,25,0,0,0,1
0,142,25,0,0,0,1
1,153,25,1,0,0,0
0,140,25,0,0,0,1
1,151,25,1,0,0,0
0,138,25,0,0,0,1
1,149,25,1,0,0,0
0,136,25,0,0,0,1
1,147,25,1,0,0,0
0,134,25,0,0,0,1
1,145,25,1,0,0,0
0,132,25,0,0,0,1
0,143,25,0,0,0,1
1,154,25,1,0,0,0
0,141,25,0,0,0,1
1,152,25,1,0,0,0
0,139,25,0,0,0,1
1,150,25,1,0,0,0
0,137,25,0,0,0,1
1,148,25,1,0,0,0
0,135,25,0,0,0,1
1,146,25,1,0,0,0
0,133,25,0,0,0,1
1,144,25,1,0,0,0
0,131,25,0,0,0,1
0,142,25,0,0,0,1
1,153,25,1,0,0,0
0,140,25,0,0,0,1
1,151,25,1,0,0,0
0,138,25,0,0,0,1
1,149,25,1,0,0,0
0,136,25,0,0,0,1
1,147,25,1,0,0,0
0,134,25,0,0,0,1
1,145,25,1,0,0,0
0,132,25,0,0,0,1
0,143,25,0,0,0,1
1,154,25,1,0,0,0
0,141,25,0,0,0,1
1,152,25,1,0,0,0
0,139,25,0,0,0,1
1,150,25,1,0,0,0
0,137,25,0,0,0,1
1,148,25,1,0,0,0
0,135,25,0,0,0,1
1,146,25,1,0,0,0
0,133,25,0,0,0,1
1,144,25,1,0,0,0
0,131,25,0,0,0,1
0,142,25,0,0,0,1
1,153,25,1,0,0,0
0,140,25,0,0,0,1
1,151,25,1,0,0,0
0,138,25,0,0,0,1
1,149,25,1,0,0,0
0,136,25,0,0,0,1
1,147,25,1,0,0,0
0,134,25,0,0,0,1
1,145,25,1,0,0,0
0,132,25,0,0,0,1
0,143,25,0,0,0,1
1,154,25,1,0,0,0
0,141,25,0,0,0,1
1,152,25,1,0,0,0
0,139,25,0,0,0,1
1,150,25,1,0,0,0
0,137,25,0,0,0,1
1,148,25,1,0,0,0
0,135,25,0,0,0,1
1,146,25,1,0,0,0
0,133,25,0,0,0,1
1,144,25,1,0,0,0
0,131,25,0,0,0,1
0,142,25,0,0,0,1
1,153,25,1,0,0,0
0,140,25,0,0,0,1
1,151,25,1,0,0,0
0,138,25,0,0,0,1
1,149,25,1,0,0,0
0,136,25,0,0,0,1
1,147,25,1,0,0,0
0,134,25,0,0,0,1
1,145,25,1,0,0,0
0,132,25,0,0,0,1
0,143,25,0,0,0,1
1,154,25,1,0,0,0
0,141,25,0,0,0,1
1,152,25,1,0,0,0
0,139,25,0,0,0,1
1,150,25,1,0,0,0
0,137,25,0,0,0,1
1,148,25,1,0,0,0
0,135,25,0,0,0,1
1,146,25,1,0,0,0
0,133,25,0,0,0,1
1,144,25,1,0,0,0
0,131,25,0,0,0,1
0,142,25,0,0,0,1
1,153,25,1,0,0,0
0,140,25,0,0,0,1
1,151,25,1,0,0,0
0,138,25,0,0,0,1
1,149,25,1,0,0,0
0,136,25,0,0,0,1
1,147,25,1,0,0,0
0,134,25,0,0,0,1
1,145,25,1,0,0,0
0,132,25,0,0,0,1
0,143,25,0,0,0,1
1,154,25,1,0,0,0
0,141,25,0,0,0,1
1,152,25,1,0,0,0
0,139,25,0,0,0,1
1,150,25,1,0,0,0
0,137,25,0,0,0,1
1,148,25,1,0,0,0
0,135,25,0,0,0,1
1,146,25,1,0,0,0
0,133,25,0,0,0,1
1,144,25,1,0,0,0
0,131,25,0,0,0,1
0,142,25,0,0,0,1
1,153,25,1,0,0,0
0,140,25,0,0,0,1
1,151,25,1,0,0,0
0,138,25,0,0,0,1
1,149,25,1,0,0,0
0,136,25,0,0,0,1
1,147,25,1,0,0,0
0,134,25,0,0,0,1
1,145,25,1,0,0,0
0,132,25,0,0,0,1
0,143,25,0,0,0,1
1,154,25,1,0,0,0
0,141,25,0,0,0,1
1,152,25,1,0,0,0
0,139,25,0,0,0,1
1,150,25,1,0,0,0
0,137,25,0,0,0,1
1,148,25,1,0,0,0
0,135,25,0,0,0,1
1,146,25,1,0,0,0
0,133,25,0,0,0,1
1,144,25,1,0,0,0
0,131,25,0,0,0,1
0,142,25,0,0,0,1
1,153,25,1,0,0,0
0,140,25,0,0,0,1
1,151,25,1,0,0,0
0,138,25,0,0,0,1
1,149,25,1,0,0,0
0,136,25,0,0,0,1
1,147,25,1,0,0,0
0,134,25,0,0,0,1
1,145,25,1,0,0,0
0,132,25,0,0,0,1
0,143,25,0,0,0,1
1,154,25,1,0,0,0
0,141,25,0,0,0,1
1,152,25,1,0,0,0
0,139,25,0,0,0,1
1,150,25,1,0,0,0
0,137,25,0,0,0,1
1,148,25,1,0,0,0
0,135,25,0,0,0,1
1,146,25,1,0,0,0
0,133,25,0,0,0,1
1,144,25,1,0,0,0
0,131,25,0,0,0,1
0,142,25,0,0,0,1
1,153,25,1,0,0,0
0,140,25,0,0,0,1
1,151,25,1,0,0,0
