TX_DATA_0,TX_DATA_1,TX_DATA_2,TX_DATA_3,TX_DATA_4,TX_DATA_5,TX_DATA_6,TX_DATA_7,TX_DATA_8,TX_DATA_9,TX_DATA_10,TX_DATA_11,TX_DATA_12
fc1fffff,fffffff8,0c2050c1,c409142c,60d1c3c8,11244ca1,52c5cc19,346ce1d3,c7d02144,8d2254c9,d42954ad,62d5cbc0,f922f922
0c22ffff,fffffff8,0e2458d1,e449952e,64d9d3e8,51a54ea5,5ad5ec59,b56ee5db,d7f061c5,8f265cd9,f469d5af,66dddbe0,09220922
141effff,fffffffc,0c2050c1,c409142c,60d1c3c8,11244ca1,52c5cc19,346ce1d3,c7d02144,8d2254c9,d42954ad,62d5cbd8,00001122
1c21ffff,fffffffc,0e2458d1,e449952e,64d9d3e8,51a54ea5,5ad5ec59,b56ee5db,d7f061c5,8f265cd9,f469d5af,66dddbf8,40001922
2419ffff,fffffffe,0c2050c1,c409142c,60d1c3c8,11244ca1,52c5cc19,346ce1d3,c7d02144,8d2254c9,d42954ad,62d5cbd8,31002122
2c1bffff,fffffffe,0e2458d1,e449952e,64d9d3e8,51a54ea5,5ad5ec59,b56ee5db,d7f061c5,8f265cd9,f469d5af,66dddbf8,71802922
3400ffff,ffffffff,0c2050c1,c409142c,60d1c3c8,11244ca1,52c5cc19,346ce1d3,c7d02144,8d2254c9,d42954ad,62d5cbd8,31643122
3c00ffff,ffffffff,0e2458d1,e449952e,64d9d3e8,51a54ea5,5ad5ec59,b56ee5db,d7f061c5,8f265cd9,f469d5af,66dddbf8,71e53922
4400ffff,ffffffff,102860e2,048a1630,68e1e408,922650a9,62e60c9a,3670e9e3,e810a246,912a64ea,14aa56b1,6ae5ec18,b2664122
4c00ffff,ffffffff,122c68f2,24ca9732,6ce9f428,d2a752ad,6af62cda,b772edeb,f830e2c7,932e6cfa,34ead7b3,6eedfc38,f2e74922
5400ffff,ffffffff,14307102,450b1834,70f20449,132854b1,73064d1b,3874f1f4,08512348,9532750a,552b58b5,72f60c59,33685122
5c00ffff,ffffffff,16347912,654b9936,74fa1469,53a956b5,7b166d5b,b976f5fc,187163c9,97367d1a,756bd9b7,76fe1c79,73e95922
6400ffff,ffffffff,18388122,858c1a38,79022489,942a58b9,83268d9c,3a78fa04,2891a44a,993a852a,95ac5ab9,7b062c99,b46a6122
6c00ffff,ffffffff,1a3c8932,a5cc9b3a,7d0a34a9,d4ab5abd,8b36addc,bb7afe0c,38b1e4cb,9b3e8d3a,b5ecdbbb,7f0e3cb9,f4eb6922
7400ffff,ffffffff,1c409142,c60d1c3c,811244ca,152c5cc1,9346ce1d,3c7d0214,48d2254c,9d42954a,d62d5cbd,83164cda,356c7122
7c00ffff,ffffffff,1e449952,e64d9d3e,851a54ea,55ad5ec5,9b56ee5d,bd7f061c,58f265cd,9f469d5a,f66dddbf,871e5cfa,75ed7922
0400ffff,ffffffff,2048a163,068e1e40,8922650a,962e60c9,a3670e9e,3e810a24,6912a64e,a14aa56b,16ae5ec1,8b266d1a,b66e0122
0c00ffff,ffffffff,224ca973,26ce9f42,8d2a752a,d6af62cd,ab772ede,bf830e2c,7932e6cf,a34ead7b,36eedfc3,8f2e7d3a,f6ef0922
1400ffff,ffffffff,2450b183,470f2044,9132854b,173064d1,b3874f1f,40851234,89532750,a552b58b,572f60c5,93368d5b,37701122
1c00ffff,ffffffff,2654b993,674fa146,953a956b,57b166d5,bb976f5f,c187163c,997367d1,a756bd9b,776fe1c7,973e9d7b,77f11922
2400ffff,ffffffff,2858c1a3,87902248,9942a58b,983268d9,c3a78fa0,42891a44,a993a852,a95ac5ab,97b062c9,9b46ad9b,b8722122
2c00ffff,ffffffff,2a5cc9b3,a7d0a34a,9d4ab5ab,d8b36add,cbb7afe0,c38b1e4c,b9b3e8d3,ab5ecdbb,b7f0e3cb,9f4ebdbb,f8f32922
