Truncated,Nbuf,NBXc,Cond1,Cond2,Cond3,Cond4
0,0,25,0,0,0,1
0,9,25,0,0,0,1
0,18,25,0,0,0,1
0,27,25,0,0,0,1
0,36,25,0,0,0,1
0,45,25,0,0,0,1
0,54,25,0,0,0,1
0,63,25,0,0,0,1
0,72,25,0,0,0,1
0,81,25,0,0,0,1
0,90,25,0,0,0,1
0,99,25,0,0,0,1
0,108,25,0,0,0,1
0,117,25,0,0,0,1
0,126,25,0,0,0,1
0,135,25,0,0,0,1
0,144,25,0,0,0,1
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
0,153,25,0,0,0,1
0,162,25,0,0,0,1
1,171,25,1,0,0,0
0,156,25,0,0,0,1
0,165,25,0,0,0,1
1,174,25,1,0,0,0
0,159,25,0,0,0,1
1,168,25,1,0,0,0
